MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
218;The Terminator;The Terminator;Arnold Schwarzenegger;Male;1100;Sarah Connor;Linda Hamilton;Female;2713;Kyle Reese;Michael Biehn;Male;2712;Lieutenant Ed Traxler;Paul Winfield;Male;1818;"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
87;Indiana Jones and the Temple of Doom;Indiana Jones;Harrison Ford;Male;3;Willie Scott;Kate Capshaw;Female;689;Short Round;Ke Huy Quan;Male;690;Mola Ram;Amrish Puri;Male;691;After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.
620;Ghostbusters;Dr. Peter Venkman;Bill Murray;Male;1532;Dr. Raymond Stantz;Dan Aykroyd;Male;707;Dana Barrett;Sigourney Weaver;Female;10205;Dr. Egon Spengler;Harold Ramis;Male;1524;"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator."
927;Gremlins;Billy Peltzer;Zach Galligan;Male;16170;Kate Beringer;Phoebe Cates;Female;16171;Randall Peltzer;Hoyt Axton;Male;16166;Lynn Peltzer;Frances Lee McCain;Female;1070;When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.
311;Once Upon a Time in America;David 'Noodles' Aaronson;Robert De Niro;Male;380;Maximilian 'Max' Bercovicz;James Woods;Male;4512;Deborah Gelly;Elizabeth McGovern;Female;4513;Frankie Monaldi;Joe Pesci;Male;4517;A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.
377;A Nightmare on Elm Street;Nancy Thompson;Heather Langenkamp;Female;5141;Freddy Krueger;Robert Englund;Male;5139;Lieutenant Thompson;John Saxon;Male;11163;Marge Thompson;Ronee Blakley;Female;13652;Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...
279;Amadeus;Antonio Salieri;F. Murray Abraham;Male;1164;Wolfgang Amadeus Mozart;Tom Hulce;Male;3999;Constanze Mozart;Elizabeth Berridge;Female;4000;Leopold Mozart;Roy Dotrice;Male;4002;Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.
34584;The NeverEnding Story;Atreyu;Noah Hathaway;Male;29509;Bastian;Barret Oliver;Male;29508;The Childlike Empress;Tami Stronach;Female;124442;Cairon - Empress' Servant;Moses Gunn;Male;6561;While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.
1885;The Karate Kid;Daniel LaRusso;Ralph Macchio;Male;2877;Mr. Miyagi;Pat Morita;Male;23915;Ali Mills;Elisabeth Shue;Female;1951;John Kreese;Martin Kove;Male;56117;After some violent confrontations with his new classmates, Daniel LaRusso learns karate from Japanese handyman Mr. Miyagi, in order to defend himself.
90;Beverly Hills Cop;Det. Axel Foley;Eddie Murphy;Male;776;Det. William 'Billy' Rosewood;Judge Reinhold;Male;777;Det. Sgt. John Taggart;John Ashton;Male;778;Jeannette 'Jenny' Summers;Lisa Eilbacher;Female;779;The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend's killer in Beverly Hills. Axel quickly learns that his wild style doesn't fit in with the Beverly Hills Police Department, which assigns two officers (Judge Reinhold & John Ashton) to make sure things don't get out of hand. Dragging the stuffy detectives along for the ride, Axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. Featuring cameos by Paul Reiser, Bronson Pinchot and Damon Wayans, Beverly Hills Cop is an exhilarating, sidesplitting adventure.
