MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
510;One Flew Over the Cuckoo's Nest;Randle Patrick McMurphy;Jack Nicholson;Male;514;Nurse Mildred Ratched;Louise Fletcher;Female;7071;Martini;Danny DeVito;Male;518;Dale Harding;William Redfield;Male;7072;While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.
578;Jaws;Police Chief Martin Brody;Roy Scheider;Male;6355;Matt Hooper;Richard Dreyfuss;Male;3037;Quint;Robert Shaw;Male;8606;Mayor Larry Vaughn;Murray Hamilton;Male;8608;When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.
762;Monty Python and the Holy Grail;King Arthur / Voice of God / Middle Head / Hiccoughing Guard;Graham Chapman;Male;10722;Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter;John Cleese;Male;8930;Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard;Eric Idle;Male;10713;Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand;Terry Gilliam;Male;280;"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place""."
968;Dog Day Afternoon;Sonny Wortzik;Al Pacino;Male;1158;Salvatore 'Sal' Naturile;John Cazale;Male;3096;Det. Sgt. Eugene Moretti;Charles Durning;Male;1466;Leon Shermer;Chris Sarandon;Male;14541;Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.
36685;The Rocky Horror Picture Show;Dr. Frank-N-Furter;Tim Curry;Male;13472;Janet Weiss;Susan Sarandon;Female;4038;Brad Majors;Barry Bostwick;Male;13473;Riff Raff;Richard O'Brien;Male;13474;Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.
3175;Barry Lyndon;Redmond Barry Lyndon;Ryan O'Neal;Male;31070;Lady Lyndon;Marisa Berenson;Female;31071;The Chevalier de Balibari;Patrick Magee;Male;2264;Capt. Potzdorf;Hardy Krüger;Male;37777;An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.
5336;Salò, or the 120 Days of Sodom;The Duke;Paolo Bonacelli;Male;4819;The Bishop;Giorgio Cataldi;Male;42845;The Magistrate;Umberto P. Quintavalle;Male;42846;The President;Aldo Valletti;Male;42847;Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical, mental and sexual torture.
20126;Deep Red;Marcus Daly;David Hemmings;Male;15196;Gianna Brezzi;Daria Nicolodi;Female;44959;Carlo;Gabriele Lavia;Male;80503;Helga Ulmann;Macha Méril;Female;9766;A musician witnesses the murder of a famous psychic, and then teams up with a fiesty reporter to find the killer while evading attempts on their lives by the unseen killer bent on keeping a dark secret buried.
11963;Three Days of the Condor;Joseph Turner;Robert Redford;Male;4135;Kathy Hale;Faye Dunaway;Female;6450;J. Higgins;Cliff Robertson;Male;19153;G. Joubert;Max von Sydow;Male;2201;A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.
25606;White Collar Blues;Rag. Ugo Fantozzi;Paolo Villaggio;Male;27433;Miss Silvani;Anna Mazzamauro;Female;31614;Rag. Filini;Gigi Reder;Male;106346;Geom. Calboni;Giuseppe Anatrelli;Male;130613;A good-natured but unlucky Italian is constantly going on a difficult situations, but never lose his mood.
