MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
621;Grease;Danny Zuko;John Travolta;Male;8891;Sandy Olsson;Olivia Newton-John;Female;8892;Betty Rizzo;Stockard Channing;Female;8893;Kenickie;Jeff Conaway;Male;8894;Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?
948;Halloween;Dr. Sam Loomis;Donald Pleasence;Male;9221;Laurie Strode;Jamie Lee Curtis;Female;8944;Annie Brackett;Nancy Kyes;Female;11787;Lynda Van Der Klok;P.J. Soles;Female;15500;Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.
1924;Superman;Superman / Clark Kent;Christopher Reeve;Male;20006;Lois Lane;Margot Kidder;Female;20011;Lex Luthor;Gene Hackman;Male;193;Jor-El;Marlon Brando;Male;3084;Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.
11778;The Deer Hunter;Michael Vronsky;Robert De Niro;Male;380;"Nikanor ""Nick"" Chevotarevich";Christopher Walken;Male;4690;Stan;John Cazale;Male;3096;Steven Pushkov;John Savage;Male;47879;A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.
923;Dawn of the Dead;Stephen;David Emge;Male;15069;Peter;Ken Foree;Male;15070;Roger;Scott H. Reiniger;Male;15071;Francine;Gaylen Ross;Female;15072;During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.
579;Jaws 2;Police Chief Martin Brody;Roy Scheider;Male;6355;Ellen Brody;Lorraine Gary;Female;8607;Mayor Larry Vaughn;Murray Hamilton;Male;8608;Len Peterson;Joseph Mascolo;Male;6769;Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
11327;Midnight Express;Billy Hayes;Brad Davis;Male;69010;Susan;Irene Miracle;Female;69011;Tex;Bo Hopkins;Male;12410;Rifki;Paolo Bonacelli;Male;4819;"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express""."
8469;Animal House;"John ""Bluto"" Blutarski";John Belushi;Male;7171;"Eric ""Otter"" Stratton";Tim Matheson;Male;21561;Dean Vernon Wormer;John Vernon;Male;17580;Marion Wormer;Verna Bloom;Female;55192;At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.
16642;Days of Heaven;Bill;Richard Gere;Male;1205;Abby;Brooke Adams;Female;69054;The Farmer;Sam Shepard;Male;9880;Linda;Linda Manz;Female;3011;In 1916, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer.
11850;Invasion of the Body Snatchers;Matthew Bennell;Donald Sutherland;Male;55636;Elizabeth Driscoll;Brooke Adams;Female;69054;Jack Bellicec;Jeff Goldblum;Male;4785;Nancy Bellicec;Veronica Cartwright;Female;5047;Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted 'replacement', realises that he and his friends must escape or suffer the same fate.
