MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
299534;Avengers: Endgame;Tony Stark / Iron Man;Robert Downey Jr.;Male;3223;Steve Rogers / Captain America;Chris Evans;Male;16828;Bruce Banner / Hulk;Mark Ruffalo;Male;103;Thor Odinson;Chris Hemsworth;Male;74568;After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.
475557;Joker;Arthur Fleck / Joker;Joaquin Phoenix;Male;73421;Murray Franklin;Robert De Niro;Male;380;Sophie Dumond;Zazie Beetz;Female;1545693;Penny Fleck;Frances Conroy;Female;4432;During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.
496243;Parasite;Kim Ki-taek;Song Kang-ho;Male;20738;Park Dong-ik;Lee Sun-kyun;Male;115290;Yeon-kyo;Cho Yeo-jeong;Female;556435;Ki-woo;Choi Woo-shik;Male;1255881;All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.
299537;Captain Marvel;Carol Danvers / Vers / Captain Marvel;Brie Larson;Female;60073;Nick Fury;Samuel L. Jackson;Male;2231;Talos / Keller;Ben Mendelsohn;Male;77335;Yon-Rogg;Jude Law;Male;9642;The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.
429617;Spider-Man: Far From Home;Peter Parker / Spider-Man;Tom Holland;Male;1136406;Nick Fury;Samuel L. Jackson;Male;2231;Quentin Beck / Mysterio;Jake Gyllenhaal;Male;131;May Parker;Marisa Tomei;Female;3141;Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.
466272;Once Upon a Time… in Hollywood;Rick Dalton;Leonardo DiCaprio;Male;6193;Cliff Booth;Brad Pitt;Male;287;Sharon Tate;Margot Robbie;Female;234352;Jay Sebring;Emile Hirsch;Male;46593;Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…
530915;1917;Lance Corporal Schofield;George MacKay;Male;146750;Lance Corporal Blake;Dean-Charles Chapman;Male;1332971;Captain Smith;Mark Strong;Male;2983;Lieutenant Leslie;Andrew Scott;Male;125660;At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.
546554;Knives Out;Benoit Blanc;Daniel Craig;Male;8784;Ransom Drysdale;Chris Evans;Male;16828;Marta Cabrera;Ana de Armas;Female;224513;Linda Drysdale;Jamie Lee Curtis;Female;8944;When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.
420817;Aladdin;Genie / Mariner;Will Smith;Male;2888;Aladdin;Mena Massoud;Male;1515478;Jasmine;Naomi Scott;Female;240724;Jafar;Marwan Kenzari;Male;935235;A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.
420818;The Lion King;Scar (voice);Chiwetel Ejiofor;Male;5294;Zazu (voice);John Oliver;Male;84292;Mufasa (voice);James Earl Jones;Male;15152;Rafiki (voice);John Kani;Male;51878;Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.
330457;Frozen II;Anna (voice);Kristen Bell;Female;40462;Elsa (voice);Idina Menzel;Female;19394;Olaf (voice);Josh Gad;Male;54415;Kristoff (voice);Jonathan Groff;Male;221611;Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.
301528;Toy Story 4;Woody (voice);Tom Hanks;Male;31;Buzz Lightyear (voice);Tim Allen;Male;12898;Bo Peep (voice);Annie Potts;Female;8873;Forky (voice);Tony Hale;Male;25147;"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy."
458156;John Wick: Chapter 3 - Parabellum;John Wick;Keanu Reeves;Male;6384;Sofia;Halle Berry;Female;4587;Bowery King;Laurence Fishburne;Male;2975;Zero;Mark Dacascos;Male;18702;Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.
