MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
315635;Spider-Man: Homecoming;Peter Parker / Spider-Man;Tom Holland;Male;1136406;Adrian Toomes / Vulture;Michael Keaton;Male;2232;Tony Stark / Iron Man;Robert Downey Jr.;Male;3223;May Parker;Marisa Tomei;Female;3141;Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.
283995;Guardians of the Galaxy Vol. 2;Peter Quill / Star-Lord;Chris Pratt;Male;73457;Gamora;Zoe Saldana;Female;8691;Drax the Destroyer;Dave Bautista;Male;543530;Baby Groot (voice);Vin Diesel;Male;12835;The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.
297762;Wonder Woman;Diana Prince / Wonder Woman;Gal Gadot;Female;90633;Steve Trevor;Chris Pine;Male;62064;Antiope;Robin Wright;Female;32;Hippolyta;Connie Nielsen;Female;935;An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
284053;Thor: Ragnarok;Thor Odinson;Chris Hemsworth;Male;74568;Loki;Tom Hiddleston;Male;91606;Hela;Cate Blanchett;Female;112;Scrapper 142 / Valkyrie;Tessa Thompson;Female;62561;Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.
263115;Logan;Logan / X-24 / Wolverine;Hugh Jackman;Male;6968;Laura / X-23;Dafne Keen;Female;1464650;Charles Xavier / Professor X;Patrick Stewart;Male;2387;Gabriela;Elizabeth Rodriguez;Female;65421;In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.
346364;It;Bill Denbrough;Jaeden Martell;Male;1274508;Ben Hanscom;Jeremy Ray Taylor;Male;1559689;Beverly Marsh;Sophia Lillis;Female;1481238;Richie Tozier;Finn Wolfhard;Male;1442069;In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.
354912;Coco;Miguel Rivera (voice);Anthony Gonzalez;Male;1193391;Héctor (voice);Gael García Bernal;Male;258;Ernesto de la Cruz (voice);Benjamin Bratt;Male;4589;Mamá Imelda Rivera (voice);Alanna Ubach;Female;10402;Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.
381288;Split;Kevin Wendell Crumb;James McAvoy;Male;5530;Casey Cooke;Anya Taylor-Joy;Female;1397778;Karen Fletcher;Betty Buckley;Female;52462;Claire Benoit;Haley Lu Richardson;Female;1286328;Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.
321612;Beauty and the Beast;Belle;Emma Watson;Female;10990;Beast;Dan Stevens;Male;221018;Gaston;Luke Evans;Male;114019;LeFou;Josh Gad;Male;54415;A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.
419430;Get Out;Chris Washington;Daniel Kaluuya;Male;206919;Rose Armitage;Allison Williams;Female;1255540;Missy Armitage;Catherine Keener;Female;2229;Dean Armitage;Bradley Whitford;Male;11367;Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.
374720;Dunkirk;Tommy;Fionn Whitehead;Male;1687041;Farrier;Tom Hardy;Male;2524;Mr. Dawson;Mark Rylance;Male;40900;Commander Bolton;Kenneth Branagh;Male;11181;The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.
339403;Baby Driver;"Miles ""Baby""";Ansel Elgort;Male;1159982;Doc;Kevin Spacey;Male;1979;Debora;Lily James;Female;1016168;"Jason ""Buddy"" Van Horn";Jon Hamm;Male;65717;After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.
181808;Star Wars: The Last Jedi;Luke Skywalker / Dobbu Scay (voice);Mark Hamill;Male;2;General Leia Organa;Carrie Fisher;Female;4;Kylo Ren / Ben Solo;Adam Driver;Male;1023139;Rey;Daisy Ridley;Female;1315036;Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.
353486;Jumanji: Welcome to the Jungle;Spencer;Dwayne Johnson;Male;18918;Bethany;Jack Black;Male;70851;Fridge;Kevin Hart;Male;55638;Martha;Karen Gillan;Female;543261;The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.
141052;Justice League;Batman / Bruce Wayne;Ben Affleck;Male;880;Superman / Clark Kent /  Kal-El;Henry Cavill;Male;73968;Lois Lane;Amy Adams;Female;9273;Wonder Woman / Diana Prince;Gal Gadot;Female;90633;Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.
335984;Blade Runner 2049;K;Ryan Gosling;Male;30614;Rick Deckard;Harrison Ford;Male;3;Joi;Ana de Armas;Female;224513;Luv;Sylvia Hoeks;Female;104632;Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.
399055;The Shape of Water;Elisa Esposito;Sally Hawkins;Female;39658;The Asset;Doug Jones;Male;17005;Richard Strickland;Michael Shannon;Male;335;Giles;Richard Jenkins;Male;28633;An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.
398818;Call Me by Your Name;Elio Perlman;Timothée Chalamet;Male;1190668;Oliver;Armie Hammer;Male;53807;Samuel Perlman;Michael Stuhlbarg;Male;72873;Annella Perlman;Amira Casar;Female;20577;In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.
324552;John Wick: Chapter 2;John Wick;Keanu Reeves;Male;6384;Cassian;Common;Male;4238;Bowery King;Laurence Fishburne;Male;2975;Winston;Ian McShane;Male;6972;John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.
166426;Pirates of the Caribbean: Dead Men Tell No Tales;Captain Jack Sparrow;Johnny Depp;Male;85;Captain Armando Salazar;Javier Bardem;Male;3810;Captain Hector Barbossa;Geoffrey Rush;Male;118;Henry Turner;Brenton Thwaites;Male;1017347;Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.
293167;Kong: Skull Island;Captain James Conrad;Tom Hiddleston;Male;91606;Lieutenant Colonel Preston Packard;Samuel L. Jackson;Male;2231;Bill Randa;John Goodman;Male;1230;Mason Weaver;Brie Larson;Female;60073;Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.
337339;The Fate of the Furious;Dominic Toretto;Vin Diesel;Male;12835;Deckard Shaw;Jason Statham;Male;976;Luke Hobbs;Dwayne Johnson;Male;18918;Letty Ortiz;Michelle Rodriguez;Female;17647;When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.
343668;Kingsman: The Golden Circle;Harry Hart;Colin Firth;Male;5472;Poppy;Julianne Moore;Female;1231;Eggsy;Taron Egerton;Male;1303037;Merlin;Mark Strong;Male;2983;When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.
359940;Three Billboards Outside Ebbing, Missouri;Mildred Hayes;Frances McDormand;Female;3910;Jason Dixon;Sam Rockwell;Male;6807;Robbie Hayes;Lucas Hedges;Male;1105079;Bill Willoughby;Woody Harrelson;Male;57755;After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.
392044;Murder on the Orient Express;Hercule Poirot;Kenneth Branagh;Male;11181;Pilar Estravados;Penélope Cruz;Female;955;Gerhard Hardman;Willem Dafoe;Male;5293;Natalia Dragomiroff;Judi Dench;Female;5309;Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.
316029;The Greatest Showman;P. T. Barnum;Hugh Jackman;Male;6968;Phillip Carlyle;Zac Efron;Male;29222;Charity Barnum;Michelle Williams;Female;1812;Jenny Lind;Rebecca Ferguson;Female;933238;The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.
281338;War for the Planet of the Apes;Caesar;Andy Serkis;Male;1333;The Colonel;Woody Harrelson;Male;57755;Bad Ape;Steve Zahn;Male;18324;Maurice;Karin Konoval;Female;58395;Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.
126889;Alien: Covenant;David / Walter;Michael Fassbender;Male;17288;Daniels;Katherine Waterston;Female;77795;Christopher Oram;Billy Crudup;Male;8289;Tennessee Faris;Danny McBride;Male;62862;Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.
315837;Ghost in the Shell;Major Mira Killian / Motoko Kusanagi;Scarlett Johansson;Female;1245;Chief Daisuke Aramaki;Takeshi Kitano;Male;3317;Kuze / Hideo;Michael Pitt;Male;10692;Batou;Pilou Asbæk;Male;90060;In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.
391713;Lady Bird;"Christine ""Lady Bird"" McPherson";Saoirse Ronan;Female;36592;Marion McPherson;Laurie Metcalf;Female;12133;Larry McPherson;Tracy Letts;Male;72638;Julie Steffans;Beanie Feldstein;Female;1496393;Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.
339846;Baywatch;Mitch Buchanan;Dwayne Johnson;Male;18918;Matt Brody;Zac Efron;Male;29222;Victoria Leeds;Priyanka Chopra Jonas;Female;77234;Summer Quinn;Alexandra Daddario;Female;109513;Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.
406997;Wonder;Auggie Pullman;Jacob Tremblay;Male;1277188;Nate Pullman;Owen Wilson;Male;887;Isabel Pullman;Julia Roberts;Female;1204;Via Pullman;Izabela Vidovic;Female;1109976;The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.
341174;Fifty Shades Darker;Anastasia Steele;Dakota Johnson;Female;118545;Christian Grey;Jamie Dornan;Male;1254583;Jack Hyde;Eric Johnson;Male;33337;Kate Kavanagh;Eloise Mumford;Female;222130;When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.
339964;Valerian and the City of a Thousand Planets;Valerian;Dane DeHaan;Male;122889;Laureline;Cara Delevingne;Female;1289968;Commander Arün Filitt;Clive Owen;Male;2296;Bubble;Rihanna;Female;131519;In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.
295693;The Boss Baby;Theodore Templeton (voice);Alec Baldwin;Male;7447;Francis E. Francis (voice);Steve Buscemi;Male;884;Tim Templeton (voice);Miles Bakshi;Unknown;76743;Ted Templeton (voice);Jimmy Kimmel;Male;78303;A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.
282035;The Mummy;Nick Morton;Tom Cruise;Male;500;"Jennifer ""Jenny"" Halsey";Annabelle Wallis;Female;82809;Ahmanet;Sofia Boutella;Female;568657;Chris Vail;Jake Johnson;Male;543505;Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.
395992;Life;Dr. David Jordan;Jake Gyllenhaal;Male;131;Miranda North;Rebecca Ferguson;Female;933238;Rory Adams;Ryan Reynolds;Male;10859;Sho Murakami;Hiroyuki Sanada;Male;9195;The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.
324852;Despicable Me 3;Gru / Dru (voice);Steve Carell;Male;4495;Lucy Wilde (voice);Kristen Wiig;Female;41091;Balthazar Bratt (voice);Trey Parker;Male;34517;Margo (voice);Miranda Cosgrove;Female;17743;Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.
381283;mother!;Mother;Jennifer Lawrence;Female;72129;Him;Javier Bardem;Male;3810;Man;Ed Harris;Male;228;Woman;Michelle Pfeiffer;Female;1160;A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.
47971;xXx: Return of Xander Cage;Xander Cage;Vin Diesel;Male;12835;Xiang;Donnie Yen;Male;1341;Serena Unger;Deepika Padukone;Female;53975;Nicks;Kris Wu;Male;1390948;Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.
341013;Atomic Blonde;Lorraine Broughton;Charlize Theron;Female;6885;Emmett Kurzfeld;John Goodman;Male;1230;Watchmaker;Til Schweiger;Male;1844;Spyglass;Eddie Marsan;Male;1665;An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.
406990;What Happened to Monday;The Settman Siblings / Karen Settman;Noomi Rapace;Female;87722;Adrian Knowles;Marwan Kenzari;Male;935235;Joe;Christian Rubeck;Male;47647;Terrence Settman;Willem Dafoe;Male;5293;In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.
440021;Happy Death Day;Theresa ‘Tree’ Gelbman;Jessica Rothe;Female;1427680;Carter Davis;Israel Broussard;Male;969140;Lori Spengler;Ruby Modine;Female;1602964;Danielle Bouseman;Rachel Matthews;Female;104853;Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.
390043;The Hitman's Bodyguard;Michael Bryce;Ryan Reynolds;Male;10859;Darius Kincaid;Samuel L. Jackson;Male;2231;Vladislav Dukhovich;Gary Oldman;Male;64;Sonia Kincaid;Salma Hayek;Female;3136;The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.
335988;Transformers: The Last Knight;Cade Yeager;Mark Wahlberg;Male;13240;Col. William Lennox;Josh Duhamel;Male;19536;Merlin;Stanley Tucci;Male;2283;Sir Edmund Burton;Anthony Hopkins;Male;4173;Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.
400106;Bright;Daryl Ward;Will Smith;Male;2888;Nick Jakoby;Joel Edgerton;Male;33192;Tikka;Lucy Fry;Female;1192759;Leilah;Noomi Rapace;Female;87722;In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.
274857;King Arthur: Legend of the Sword;Arthur;Charlie Hunnam;Male;56365;The Mage;Astrid Bergès-Frisbey;Female;469759;Vortigern;Jude Law;Male;9642;Bedivere;Djimon Hounsou;Male;938;When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.
389015;I, Tonya;Tonya Harding;Margot Robbie;Female;234352;Jeff Gillooly;Sebastian Stan;Male;60898;Diane Rawlinson;Julianne Nicholson;Female;86034;Shawn Eckhardt;Paul Walter Hauser;Male;1294982;Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.
396422;Annabelle: Creation;Sister Charlotte;Stephanie Sigman;Female;929937;Janice;Talitha Bateman;Female;1379123;Linda;Lulu Wilson;Female;1883866;Samuel Mullins;Anthony LaPaglia;Male;57829;Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.
260514;Cars 3;Lightning McQueen (voice);Owen Wilson;Male;887;Cruz Ramirez (voice);Cristela Alonzo;Female;1374727;Smokey Yunick (voice);Chris Cooper;Male;2955;Sterling (voice);Nathan Fillion;Male;51797;Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!
400928;Gifted;Frank Adler;Chris Evans;Male;16828;Mary Adler;Mckenna Grace;Female;1172108;Evelyn Adler;Lindsay Duncan;Female;30083;Bonnie Stevenson;Jenny Slate;Female;213001;Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.
399404;Darkest Hour;Winston Churchill;Gary Oldman;Male;64;Clementine Churchill;Kristin Scott Thomas;Female;5470;Elizabeth Layton;Lily James;Female;1016168;Edward Wood, 3rd Viscount Halifax;Stephen Dillane;Male;8435;A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.
353491;The Dark Tower;Roland Deschain;Idris Elba;Male;17605;Walter O’Dim;Matthew McConaughey;Male;10297;Jake Chambers;Tom Taylor;Male;1696753;Arra Champignon;Claudia Kim;Female;1401531;A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.
