MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
11;Star Wars;Luke Skywalker;Mark Hamill;Male;2;Han Solo;Harrison Ford;Male;3;Princess Leia Organa;Carrie Fisher;Female;4;Grand Moff Tarkin;Peter Cushing;Male;5;Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
840;Close Encounters of the Third Kind;Roy Neary;Richard Dreyfuss;Male;3037;Claude Lacombe;François Truffaut;Male;1650;Ronnie Neary;Teri Garr;Female;8437;Jillian Guiler;Melinda Dillon;Female;4778;After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.
703;Annie Hall;Alvy Singer;Woody Allen;Male;1243;Annie Hall;Diane Keaton;Female;3092;Rob;Tony Roberts;Male;10555;Allison;Carol Kane;Female;10556;New York comedian Alvy Singer falls in love with the ditsy Annie Hall.
11906;Suspiria;Suzy Bannion;Jessica Harper;Female;69055;Sara;Stefania Casini;Female;34043;Daniel;Flavio Bucci;Male;24608;Mark;Miguel Bosé;Male;54153;An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.
11319;The Rescuers;Bernard (voice);Bob Newhart;Male;64930;Miss Bianca (voice);Eva Gabor;Female;44714;Madame Medusa (voice);Geraldine Page;Female;41283;Mr. Snoops (voice);Joe Flynn;Male;23586;What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.
985;Eraserhead;Henry Spencer;Jack Nance;Male;6718;Mary X;Charlotte Stewart;Female;14794;Mr. X;Allen Joseph;Male;14795;Mrs. X;Jeanne Bates;Female;14796;Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.
11009;Saturday Night Fever;Tony Manero;John Travolta;Male;8891;Stephanie Mangano;Karen Lynn Gorney;Female;67787;Bobby C.;Barry Miller;Male;62014;Joey;Joseph Cali;Male;67788;Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.
691;The Spy Who Loved Me;James Bond;Roger Moore;Male;10222;Major Anya Amasova;Barbara Bach;Female;10458;Karl Stromberg;Curd Jürgens;Male;10459;Jaws;Richard Kiel;Male;10460;Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.
250480;The Many Adventures of Winnie the Pooh;Winnie the Pooh (voice);Sterling Holloway;Male;34759;Piglet (voice);John Fiedler;Male;5247;Rabbit (voice);Junius Matthews;Male;57313;Tigger (voice);Paul Winchell;Male;77548;Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.
12262;The Hills Have Eyes;Doug Wood;Martin Speer;Male;73781;Big Bob Carter;Russ Grieve;Male;73782;Fred;John Steadman;Male;101765;Jupiter;James Whitworth;Male;101766;On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.
5902;A Bridge Too Far;Lt. Gen. Frederick Browning;Dirk Bogarde;Male;21605;Sgt. Eddie Dohun;James Caan;Male;3085;Lt. Col. John O.E. Vandeleur;Michael Caine;Male;3895;Maj. Gen. Robert E. Urquhart;Sean Connery;Male;738;Operation Market Garden, September 1944. The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.
11114;Pete's Dragon;Pete;Sean Marshall;Male;68130;Nora;Helen Reddy;Female;553509;Dr. Terminus;Jim Dale;Male;40945;Lampie;Mickey Rooney;Male;1937;Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.
11006;Smokey and the Bandit;Bo 'Bandit' Darville;Burt Reynolds;Male;16475;Carrie 'Frog';Sally Field;Female;35;Cledus 'Snowman' Snow;Jerry Reed;Male;67764;Sheriff Buford T. Justice;Jackie Gleason;Male;14882;A race car driver tries to transport an illegal beer shipment from Texas to Atlanta in under 28 hours, picking up a reluctant bride-to-be on the way.
