MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
240;The Godfather: Part II;Don Michael Corleone;Al Pacino;Male;1158;Tom Hagen;Robert Duvall;Male;3087;Kay Corleone;Diane Keaton;Female;3092;Don Vito Corleone;Robert De Niro;Male;380;In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.
829;Chinatown;J.J. 'Jake' Gittes;Jack Nicholson;Male;514;Evelyn Cross Mulwray;Faye Dunaway;Female;6450;Noah Cross;John Huston;Male;6593;Lieutenant Lou Escobar;Perry Lopez;Male;12295;Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.
3034;Young Frankenstein;Frederick Frankenstein;Gene Wilder;Male;3460;Inga;Teri Garr;Female;8437;Igor;Marty Feldman;Male;29802;Frankenstein's Monster;Peter Boyle;Male;1039;A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.
30497;The Texas Chain Saw Massacre;Sally Hardesty;Marilyn Burns;Female;27798;Jerry;Allen Danziger;Male;122454;Franklin Hardesty;Paul A. Partain;Male;122455;Kirk;William Vail;Male;122456;When Sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, Franklin, set out with their friends to investigate. After a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. As the group is attacked one by one by the chainsaw-wielding Leatherface, who wears a mask of human skin, the survivors must do everything they can to escape.
682;The Man with the Golden Gun;James Bond;Roger Moore;Male;10222;Francisco Scaramanga;Christopher Lee;Male;113;Mary Goodnight;Britt Ekland;Female;10341;Andrea Anders;Maud Adams;Female;10342;Cool government operative James Bond searches for a stolen invention that can turn the sun's heat into a destructive weapon. He soon crosses paths with the menacing Francisco Scaramanga, a hitman so skilled he has a seven-figure working fee. Bond then joins forces with the swimsuit-clad Mary Goodnight, and together they track Scaramanga to a tropical isle hideout where the killer-for-hire lures the slick spy into a deadly maze for a final duel.
11072;Blazing Saddles;Sheriff Bart;Cleavon Little;Male;68091;Jim;Gene Wilder;Male;3460;Taggart;Slim Pickens;Male;14253;Olson Johnson;David Huddleston;Male;1232;A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lemar sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.
592;The Conversation;Harry Caul;Gene Hackman;Male;193;Stan;John Cazale;Male;3096;William P. 'Bernie' Moran;Allen Garfield;Male;922;Mark;Frederic Forrest;Male;8351;Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple is in danger.
4176;Murder on the Orient Express;Hercule Poirot;Albert Finney;Male;3926;Mrs. Harriet Belinda Hubbard;Lauren Bacall;Female;7570;Signor Bianchi;Martin Balsam;Male;1936;Greta Ohlson;Ingrid Bergman;Female;4111;In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.
5919;The Towering Inferno;Chief O'Hallorhan;Steve McQueen;Male;13565;Doug Roberts;Paul Newman;Male;3636;Jim Duncan;William Holden;Male;8252;Susan;Faye Dunaway;Female;6450;At the opening party of a colossal—but poorly constructed—office building, a massive fire breaks out, threatening to destroy the tower and everyone in it.
6916;Watch Out, We're Mad;Kid;Terence Hill;Male;15140;Ben;Bud Spencer;Male;18841;Liza;Patty Shepard;Female;31347;Attila;Deogratias Huerta;Male;51426;After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.
