MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
671;Harry Potter and the Philosopher's Stone;Harry Potter;Daniel Radcliffe;Male;10980;Ron Weasley;Rupert Grint;Male;10989;Hermione Granger;Emma Watson;Female;10990;Albus Dumbledore;Richard Harris;Male;194;Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.
120;The Lord of the Rings: The Fellowship of the Ring;Frodo;Elijah Wood;Male;109;Gandalf;Ian McKellen;Male;1327;Arwen;Liv Tyler;Female;882;Aragorn;Viggo Mortensen;Male;110;Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.
585;Monsters, Inc.;James 'Sulley' Sullivan (voice);John Goodman;Male;1230;Mike Wazowski (voice);Billy Crystal;Male;7904;Mary 'Boo' (voice);Mary Gibbs;Female;7905;Randall Boggs (voice);Steve Buscemi;Male;884;James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.
808;Shrek;Shrek (voice);Mike Myers;Male;12073;Donkey (voice);Eddie Murphy;Male;776;Princess Fiona (voice);Cameron Diaz;Female;6941;Lord Farquaad (voice);John Lithgow;Male;12074;It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.
129;Spirited Away;Chihiro Ogino / Sen (voice);Rumi Hiiragi;Female;19587;Haku (voice);Miyu Irino;Male;19588;Yubaba / Zeniba (voice);Mari Natsuki;Female;19589;Akio Ogino (voice);Takashi Naitō;Male;19590;A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.
141;Donnie Darko;Donnie Darko;Jake Gyllenhaal;Male;131;Gretchen Ross;Jena Malone;Female;20089;Frank;James Duval;Male;1582;Karen Pomeroy;Drew Barrymore;Female;69597;After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.
161;Ocean's Eleven;Danny Ocean;George Clooney;Male;1461;Linus Caldwell;Matt Damon;Male;1892;Terry Benedict;Andy García;Male;1271;"Robert ""Rusty"" Ryan";Brad Pitt;Male;287;Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.
194;Amélie;Amélie Poulain;Audrey Tautou;Female;2405;Nino Quincampoix;Mathieu Kassovitz;Male;2406;Raphaël Poulain;Rufus;Male;2407;Amandine Poulain;Lorella Cravotta;Female;2409;At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?
453;A Beautiful Mind;John Nash;Russell Crowe;Male;934;Alicia Nash;Jennifer Connelly;Female;6161;William Parcher;Ed Harris;Male;228;Charles Herman;Paul Bettany;Male;6162;John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.
9799;The Fast and the Furious;Brian O'Conner;Paul Walker;Male;8167;Dominic Toretto;Vin Diesel;Male;12835;Letty Ortiz;Michelle Rodriguez;Female;17647;Mia Toretto;Jordana Brewster;Female;22123;Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.
331;Jurassic Park III;Dr. Alan Grant;Sam Neill;Male;4783;Paul Kirby;William H. Macy;Male;3905;Amanda Kirby;Téa Leoni;Female;4939;Billy Brennan;Alessandro Nivola;Male;4941;In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.
1734;The Mummy Returns;Rick O'Connell;Brendan Fraser;Male;18269;Evelyn Carnahan / Nefertiri;Rachel Weisz;Female;3293;Jonathan;John Hannah;Male;10727;Imhotep;Arnold Vosloo;Male;16743;Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.
676;Pearl Harbor;Rafe McCawley;Ben Affleck;Male;880;Evelyn Johnson;Kate Beckinsale;Female;3967;Danny Walker;Josh Hartnett;Male;2299;Doris Miller;Cuba Gooding Jr.;Male;9777;The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.
1995;Lara Croft: Tomb Raider;Lara Croft;Angelina Jolie;Female;11701;Lord Richard Croft;Jon Voight;Male;10127;Manfred Powell;Iain Glen;Male;20508;Bryce;Noah Taylor;Male;1284;English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.
1933;The Others;Grace Stewart;Nicole Kidman;Female;2227;Mrs. Bertha Mills;Fionnula Flanagan;Female;58068;Charles Stewart;Christopher Eccleston;Male;2040;Anne Stewart;Alakina Mann;Female;20051;Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.
644;A.I. Artificial Intelligence;David;Haley Joel Osment;Male;9640;Gigolo Joe;Jude Law;Male;9642;Monica Swinton;Frances O'Connor;Female;1518;Henry Swinton;Sam Robards;Male;8213;David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.
1018;Mulholland Drive;Betty Elms / Diane Selwyn;Naomi Watts;Female;3489;Rita / Camilla Rhodes;Laura Harring;Female;15007;Adam Kesher;Justin Theroux;Male;15009;Coco;Ann Miller;Female;15008;Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.
2034;Training Day;Jake Hoyt;Ethan Hawke;Male;569;Alonzo Harris;Denzel Washington;Male;5292;Roger;Scott Glenn;Male;349;Stan Gursky;Tom Berenger;Male;13022;On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.
855;Black Hawk Down;SSgt. Matt Eversmann;Josh Hartnett;Male;2299;Spec. John Grimes;Ewan McGregor;Male;3061;Sfc. Norm 'Hoot' Hooten;Eric Bana;Male;8783;Capt. Mike Steele;Jason Isaacs;Male;11355;When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.
