MovieId;Title;Character1;PersonName1;Sex1;ActorId1;Character2;PersonName2;Sex2;ActorId2;Character3;PersonName3;Sex3;ActorId3;Character4;PersonName4;Sex4;ActorId4;Overview
1771;Captain America: The First Avenger;Steve Rogers / Captain America;Chris Evans;Male;16828;Colonel Chester Phillips;Tommy Lee Jones;Male;2176;Johann Schmidt / Red Skull;Hugo Weaving;Male;1331;Peggy Carter;Hayley Atwell;Female;39459;During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.
10195;Thor;Thor Odinson;Chris Hemsworth;Male;74568;Jane Foster;Natalie Portman;Female;524;Loki;Tom Hiddleston;Male;91606;Odin;Anthony Hopkins;Male;4173;Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.
12445;Harry Potter and the Deathly Hallows: Part 2;Harry Potter;Daniel Radcliffe;Male;10980;Ron Weasley;Rupert Grint;Male;10989;Hermione Granger;Emma Watson;Female;10990;Lord Voldemort;Ralph Fiennes;Male;5469;Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.
77338;The Intouchables;Philippe;François Cluzet;Male;33161;Yvonne;Anne Le Ny;Female;19370;Marcelle;Clotilde Mollet;Female;2411;Driss;Omar Sy;Male;78423;A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
1865;Pirates of the Caribbean: On Stranger Tides;Captain Jack Sparrow;Johnny Depp;Male;85;Angélica;Penélope Cruz;Female;955;Captain Hector Barbossa;Geoffrey Rush;Male;118;"Captain Edward ""Blackbeard"" Teach";Ian McShane;Male;6972;Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.
49538;X-Men: First Class;Charles Xavier (24 Years) / Professor X;James McAvoy;Male;5530;Erik Lehnsherr / Magneto;Michael Fassbender;Male;17288;Sebastian Shaw / Black King;Kevin Bacon;Male;4724;Moira MacTaggert;Rose Byrne;Female;9827;Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.
82690;Wreck-It Ralph;Wreck-It Ralph (voice);John C. Reilly;Male;4764;Vanellope von Schweetz (voice);Sarah Silverman;Female;7404;Fix-It Felix (voice);Jack McBrayer;Male;58737;Sergeant Calhoun (voice);Jane Lynch;Female;43775;Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.
64690;Drive;Driver;Ryan Gosling;Male;30614;Irene;Carey Mulligan;Female;36662;Shannon;Bryan Cranston;Male;17419;Bernie Rose;Albert Brooks;Male;13;Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.
61791;Rise of the Planet of the Apes;Will Rodman;James Franco;Male;17051;Caesar;Andy Serkis;Male;1333;Caroline Aranha;Freida Pinto;Female;76792;Charles Rodman;John Lithgow;Male;12074;A highly intelligent chimpanzee named Caeser has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caeser decides to revolt against those who have harmed him.
49530;In Time;Will Salas;Justin Timberlake;Male;12111;Sylvia Weis;Amanda Seyfried;Female;71070;Raymond Leon;Cillian Murphy;Male;2037;Rachel Salas;Olivia Wilde;Female;59315;In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.
51876;Limitless;Eddie Morra;Bradley Cooper;Male;51329;Carl Van Loon;Robert De Niro;Male;380;Lindy;Abbie Cornish;Female;37260;Gennady;Andrew Howard;Male;67206;"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film."
58574;Sherlock Holmes: A Game of Shadows;Sherlock Holmes;Robert Downey Jr.;Male;3223;Dr. John Watson;Jude Law;Male;9642;Madam Simza Heron;Noomi Rapace;Female;87722;Professor James Moriarty;Jared Harris;Male;15440;There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.
45243;The Hangover Part II;Phil Wenneck;Bradley Cooper;Male;51329;Stu Price;Ed Helms;Male;27105;Alan Garner;Zach Galifianakis;Male;58225;Doug Billings;Justin Bartha;Male;21180;The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.
56292;Mission: Impossible - Ghost Protocol;Ethan Hunt;Tom Cruise;Male;500;Jane Carter;Paula Patton;Female;52851;"Benjamin ""Benji"" Dunn";Simon Pegg;Male;11108;William Brandt;Jeremy Renner;Male;17604;Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.
50619;The Twilight Saga: Breaking Dawn - Part 1;Bella Swan;Kristen Stewart;Female;37917;Edward Cullen;Robert Pattinson;Male;11288;Jacob Black;Taylor Lautner;Male;84214;Alice Cullen;Ashley Greene;Female;45827;The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.
38356;Transformers: Dark of the Moon;Sam Witwicky;Shia LaBeouf;Male;10959;Carly;Rosie Huntington-Whiteley;Female;236048;Lennox;Josh Duhamel;Male;19536;Simmons;John Turturro;Male;1241;The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.
50646;Crazy, Stupid, Love.;Cal Weaver;Steve Carell;Male;4495;Emily Weaver;Julianne Moore;Female;1231;Hannah Weaver;Emma Stone;Female;54693;Jacob Palmer;Ryan Gosling;Male;30614;Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.
45612;Source Code;Colter Stevens;Jake Gyllenhaal;Male;131;Christina Warren;Michelle Monaghan;Female;11705;Colleen Goodwin;Vera Farmiga;Female;21657;Dr. Rutledge;Jeffrey Wright;Male;2954;When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.
50544;Friends with Benefits;Dylan Harper;Justin Timberlake;Male;12111;Jamie Rellis;Mila Kunis;Female;18973;Annie Harper;Jenna Elfman;Female;40279;Lorna;Patricia Clarkson;Female;1276;Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.
