year,movieid,adj,noun
2021,424277,mysterious,girl
1979,191531,mysterious,lady
1974,94069,mysterious,woman
1985,11954,mysterious,woman
1988,69158,mysterious,woman
1994,43535,mysterious,woman
1995,12106,mysterious,woman
1998,21210,mysterious,woman
2002,10855,mysterious,woman
2003,553,mysterious,woman
2003,10159,mysterious,woman
2005,11227,mysterious,woman
2008,13027,mysterious,woman
2009,1977,mysterious,woman
2010,37710,mysterious,woman
2010,45649,mysterious,woman
2010,46441,mysterious,woman
2011,63311,mysterious,woman
2012,65086,mysterious,woman
2012,102780,mysterious,woman
2012,123377,mysterious,woman
2013,198375,mysterious,woman
2014,188161,mysterious,woman
2017,337339,mysterious,woman
2017,376134,mysterious,woman
2018,428078,mysterious,woman
2018,484247,mysterious,woman
2018,396461,mysterious,woman
2019,560362,mysterious,woman
2021,796499,mysterious,woman
2021,579047,mysterious,woman
2021,669671,mysterious,woman
2021,655082,mysterious,woman
1990,20876,nagging,wife
1982,39457,naive,girl
1971,34462,naive,woman
1974,24402,naive,woman
2014,242042,naive,woman
2005,10773,naked,female
1973,258907,naked,woman
1974,258907,naked,woman
1975,76636,nationalist,daughter
1995,30718,native,female
1975,983,native,girl
2020,441130,native,girl
2001,441,naturalist,female
2003,11429,nature,mother
1972,67420,nearby,woman
2003,153,neglected,wife
1984,16806,neurotic,mother
2006,9794,new,female
1986,13346,new,girl
1995,47608,new,girl
2002,20616,new,girl
2015,277558,new,girl
2016,378064,new,girl
2017,412105,new,girl
1982,48249,new,girlfriend
1983,38291,new,girlfriend
1983,2645,new,girlfriend
1986,13715,new,girlfriend
1988,29095,new,girlfriend
1988,2093,new,girlfriend
1989,48624,new,girlfriend
2002,22958,new,girlfriend
2003,22958,new,girlfriend
2006,4474,new,girlfriend
2007,7211,new,girlfriend
2010,46261,new,girlfriend
2012,117974,new,girlfriend
2014,184345,new,girlfriend
2015,306947,new,girlfriend
2015,258509,new,girlfriend
2017,426238,new,girlfriend
2020,474764,new,girlfriend
2007,6615,new,lady
1991,28597,new,mother
1971,28855,new,wife
1978,40980,new,wife
1993,11041,new,wife
1995,35196,new,wife
1999,11075,new,wife
2001,10757,new,wife
2004,9541,new,wife
2008,25050,new,wife
2021,600583,new,wife
1979,31179,new,woman
2014,188161,new,woman
2007,5956,newborn,girl
1992,47802,next,woman
1983,68275,next-door,girl
1983,58614,nice,girl
2008,17630,nice,girl
2016,333352,nine-year,girl
2005,11096,nine-year-old,daughter
1972,17810,ninja,female
1974,80207,noble,woman
2017,336000,nonconformist,mother
1999,11622,non-mutant,wife
2016,316023,normal,woman
1981,90730,notorious,woman
2000,27723,not-so-innocent,girl
2021,802443,novelist,female
1997,38295,now-ex,wife
1971,31472,nubile,lady
1972,54306,nubile,lady
1974,10869,nubile,lady
1970,31116,nubile,woman
1971,62437,nubile,woman
1971,31116,nubile,woman
1971,31382,nubile,woman
1975,57084,nun,sister
1991,48636,nurse,female
1997,9769,nymphet,daughter
1971,72899,nymphomaniac,girl
1975,39988,nymphomaniac,woman
1974,89659,obese,woman
1975,89659,obese,woman
1971,15393,obsessed,female
1993,11044,odd,woman
2003,14926,oft,daughter
1996,11412,old,daughter
1997,61999,old,daughter
2013,158445,old,daughter
2016,309886,old,daughter
2016,340103,old,daughter
2018,426618,old,daughter
1971,79735,old,girl
1980,27458,old,girl
1984,63573,old,girl
1987,60797,old,girl
1999,9439,old,girl
2002,45699,old,girl
2005,14517,old,girl
2015,318256,old,girl
2016,333352,old,girl
2018,491418,old,girl
1971,30941,old,girlfriend
1976,5002,old,girlfriend
1985,60202,old,girlfriend
2002,818,old,girlfriend
2002,12079,old,girlfriend
2004,38328,old,girlfriend
1976,73696,old,lady
1979,4706,old,lady
1979,191531,old,lady
1980,16633,old,lady
1989,25074,old,lady
1989,25074,old,lady
1990,6444,old,lady
1997,134446,old,lady
2003,7288,old,lady
1988,4645,old,mother
1970,42593,old,sister
1977,80220,old,sister
1988,8392,old,sister
1990,29460,old,sister
1992,39027,old,sister
1993,5051,old,sister
1999,4951,old,sister
2000,37691,old,sister
2001,570,old,sister
2004,15045,old,sister
2007,4347,old,sister
2008,12689,old,sister
2011,49730,old,sister
2017,336000,old,sister
2020,588009,old,sister
1975,27361,old,woman
1978,49096,old,woman
1980,2768,old,woman
1980,85189,old,woman
1981,148723,old,woman
1981,85189,old,woman
1981,42150,old,woman
1983,21500,old,woman
1983,11613,old,woman
1985,42034,old,woman
1987,26675,old,woman
1988,72984,old,woman
1988,72984,old,woman
1988,47429,old,woman
1990,28213,old,woman
1991,1633,old,woman
1993,5051,old,woman
1993,162503,old,woman
1997,48347,old,woman
1999,9465,old,woman
2001,1391,old,woman
2004,9759,old,woman
2005,16186,old,woman
2008,8055,old,woman
1994,10694,only,daughter
2004,13673,only,daughter
2010,12201,only,daughter
2020,541305,only,daughter
2000,1493,only,female
1983,23807,only,woman
2011,38050,only,woman
1974,81476,open,daughter
1974,39775,oppressive,female
2001,24940,ordinary,girl
2004,26275,ordinary,girl
1977,11319,orphan,girl
1989,11497,orphan,girl
1992,22582,orphan,girl
2016,342473,orphan,girl
2004,11632,orphaned,daughter
2017,432068,ostensible,girlfriend
1984,18446,other,girl
1973,110115,other,grandmother
2017,336000,other,sister
2014,236737,other,woman
1976,37512,outspoken,wife
1971,42501,over-attentive,mother
2017,431530,over-burdened,woman
1972,55106,overprotective,mother
2014,237791,overprotective,mother
1996,23570,oversexed,mother
1979,64349,own,aunt
1977,49126,own,daughter
1984,309310,own,daughter
1989,3064,own,daughter
1989,118668,own,daughter
1997,134446,own,daughter
2000,12619,own,daughter
2007,4170,own,daughter
2019,612152,own,daughter
2021,615658,own,daughter
2021,722913,own,girlfriend
2021,734265,own,girlfriend
2001,16161,own,mother
1975,21459,own,wife
1988,14240,own,wife
2014,276844,own,wife
1972,3699,painter,female
2019,531428,painter,female
2018,486947,panicked,woman
2020,706510,panicked,woman
1974,78546,paralyzed,daughter
2012,98567,parisian,lady
1972,1643,parisian,woman
1986,54898,parisian,woman
1976,10649,partner,female
1973,19249,passenger,female
1978,110090,paternal,grandmother
2014,207933,patient,female
2018,511785,patient,girlfriend
2005,13933,peasant,girl
1992,38143,peasant,woman
1980,27346,perfect,woman
1985,29077,perfect,woman
1987,15785,perfect,woman
2002,16261,perfect,woman
1976,95565,pirates,female
2012,49527,police,female
1975,156627,polish,girl
1997,29988,poor,girl
1990,6444,poor,lady
1970,152846,poor,woman
1991,38706,poor,woman
1995,21570,poor,woman
2000,2046,poor,woman
2017,492282,poor,woman
1985,11824,popular,girl
1987,15143,popular,girl
1999,18892,popular,girl
2000,15489,popular,girl
2002,11852,popular,girl
2003,11023,popular,girl
2004,11132,popular,girl
2009,23367,popular,girl
2011,64678,popular,girl
2013,174323,popular,girl
2018,462919,popular,girl
2020,597219,popular,girl
2017,426238,potential,girlfriend
1970,31581,powerful,woman
1997,22073,powerful,woman
2010,48492,powerful,woman
2018,351044,powerful,woman
1998,9342,precious,daughter
1984,47874,precocious,girl
1987,24341,precocious,girl
1991,68430,precocious,girl
2006,13751,precocious,girl
2020,592834,precocious,girl
1978,11778,pregnant,girlfriend
1989,78065,pregnant,girlfriend
2020,586461,pregnant,housewife
2002,7090,pregnant,mother
2006,1417,pregnant,mother
1999,42881,pregnant,sister
1975,42267,pregnant,wife
1978,27287,pregnant,wife
1979,41377,pregnant,wife
1980,42167,pregnant,wife
1980,41377,pregnant,wife
1985,16082,pregnant,wife
1989,40258,pregnant,wife
1990,40258,pregnant,wife
1992,12088,pregnant,wife
1993,41659,pregnant,wife
1994,19503,pregnant,wife
1999,17985,pregnant,wife
2010,61404,pregnant,wife
2018,475210,pregnant,wife
2018,458737,pregnant,wife
2019,531503,pregnant,wife
2021,567189,pregnant,wife
1972,54284,pregnant,woman
1980,80624,pregnant,woman
1984,42094,pregnant,woman
1985,164249,pregnant,woman
1988,11082,pregnant,woman
1995,9560,pregnant,woman
2006,9693,pregnant,woman
2015,353686,pregnant,woman
2018,465914,pregnant,woman
2019,523139,pregnant,woman
1996,30926,pre-teen,daughter
2002,10855,pre-teen,girl
1989,47870,pretentious,sister
1982,18912,pretty,daughter
1983,18912,pretty,daughter
1995,54648,pretty,female
1982,51925,pretty,girl
1987,16889,pretty,girl
1981,46522,pretty,woman
1982,46522,pretty,woman
1984,11707,pretty,woman
1995,93519,previous,mother
1975,156627,previous,wife
2000,2360,prim,housewife
1994,12519,prim,wife
2018,284054,princess-kid,sister
1986,9377,principal,sister
1973,28797,prisoner,female
1991,2125,prisoner,female
1972,39872,prisoners,female
2014,226857,privileged,girl
1972,49361,promiscuous,woman
1978,91256,promiscuous,woman
2007,5857,promising,woman
1980,36599,prom-queen,sister
2000,2360,proper,housewife
1976,46696,proper,wife
2015,193687,proverbial,woman
1982,34697,provocative,woman
1995,8391,prudish,woman
1971,27841,psychiatrist,female
2010,41505,psychiatrist,female
2021,597208,psychiatrist,female
1974,25944,pure,woman
2014,102651,pure-hearted,woman
2000,37691,quick-witted,woman
1986,35866,quiet,girl
2016,380225,quiet,woman
1985,2189,race-car,female
2005,1985,radical,wife
1993,9479,rag-doll,girlfriend
2007,14163,rag-tag,girl
1985,11893,railway,female
1984,40061,real,mother
1986,70966,rebellious,daughter
2010,35690,rebellious,girl
1976,33018,recently-married,woman
1978,54000,reclusive,female
1976,40484,red-haired,girl
1977,40484,red-haired,girl
2010,46837,red-haired,girl
1971,42499,red-headed,wife
1988,27362,related,woman
1976,7340,religious,mother
1977,37258,religious,mother
2013,133805,religious,mother
2001,1933,religious,woman
1992,11569,reporter,female
1974,39775,repressed,female
1975,82135,repressed,housewife
1976,63071,repressed,sister
1977,63071,repressed,sister
1993,39915,reptilian,sister
1975,12223,resident,female
2016,369885,resistance,female
1973,8703,resourceful,girl
1989,183,resourceful,girl
1989,11157,resourceful,housewife
2009,41110,respected,mother
1971,36492,respective,woman
1970,105078,retarded,woman
1971,293425,revolutionary,girl
2020,658760,rich,daughter
1975,220002,rich,girl
1975,220002,rich,girl
1977,19731,rich,girl
1980,24260,rich,girl
1980,121507,rich,girl
1987,28370,rich,girl
1988,70202,rich,girl
1996,21566,rich,girl
1997,8067,rich,girl
2003,61630,rich,girl
1987,14464,rich,girlfriend
2002,12536,rich,girlfriend
1977,14262,rich,housewife
1976,73696,rich,lady
1970,11913,rich,wife
1971,27439,rich,woman
1974,37916,rich,woman
1978,12826,rich,woman
1986,33345,rich,woman
1987,28848,rich,woman
1988,28848,rich,woman
1991,57600,rich,woman
1997,12723,rich,woman
2002,12779,rich,woman
2004,12153,rich,woman
2005,9060,rich,woman
1980,11680,right,woman
2007,10030,right,woman
2010,27586,rocker,female
1992,37265,roman,wife
1990,9491,rookie,female
1978,72204,royal,daughter
1979,72204,royal,daughter
1988,27412,runaway,daughter
1975,32042,runaway,girl
1982,37174,russian,girl
1985,16082,russian,wife
1987,44658,russian,woman
1977,66489,ruthless,woman
1972,121743,s,wife
1980,15119,s,wife
1990,14249,s,wife
2009,7445,s,wife
1983,61798,same,girl
1984,61798,same,girl
2020,597219,same,girl
1978,11778,same,woman
1982,54339,same,woman
1984,59040,same,woman
2000,2123,same,woman
2000,50531,same,woman
2006,103112,same,woman
2012,59962,same,woman
2016,326423,sassy,female
1976,8446,sassy,girlfriend
1995,37062,scantily,woman
1977,42230,scantily-clad,woman
2021,782760,scientist,female
1972,112355,second,wife
1975,104498,second,wife
1988,26723,second,wife
1991,42444,second,wife
1995,4584,second,wife
2010,60556,second,wife
2001,1018,second,woman
1995,8447,seductive,daughter
2015,324807,seductive,daughter
1996,9303,seductive,girlfriend
1984,72664,seductive,wife
1983,42106,seductive,woman
1991,61802,seductive,woman
1995,21835,seductive,woman
2003,10944,self-determined,woman
2020,556678,selfish,woman
2006,8736,self-styled,lady
1973,4495,sensitive,girl
2000,44203,sensitive,sister
1973,7857,sensual,woman
1999,10213,sensuous,daughter
1981,11027,sensuous,wife
2011,81390,serbian,girl
2003,504,serial,female
1986,58011,servant,female
1993,37703,servant,girl
1970,40486,servant,woman
1971,40486,servant,woman
2011,87368,seventeen,girl
1973,4495,seven-year-old,girl
1988,34311,sex-obsessed,girl
1988,47817,sexual,mother
2009,20453,sexy,daughter
1979,36881,sexy,female
1983,49239,sexy,female
1984,28148,sexy,female
2017,412105,sexy,girl
2018,492353,sexy,lady
2003,8961,sexy,sister
2020,594328,sexy,sister
2004,10742,sexy,wife
1972,128971,sexy,woman
1978,31251,sexy,woman
1979,31251,sexy,woman
1980,60816,sexy,woman
2002,11246,sexy,woman
2015,332340,sexy,woman
2012,82525,shared,girlfriend
2004,5516,sharp,woman
1978,15867,shattered,mother
1973,28298,shy,girl
2013,133805,shy,girl
1980,40241,shy,sister
1972,105576,shy,woman
2004,4935,shy,woman
2004,314,shy,woman
2006,17379,shy,woman
1992,9504,sick,daughter
1972,114444,sick,grandmother
2008,15003,sick,mother
1971,17965,sick,wife
1979,84014,sick,wife
1997,5910,sick,wife
1973,28409,sickly,girl
1992,32517,sidekick,wife
2007,9789,similarly-minded,girlfriend
2004,16729,simple,woman
1983,21356,singer,female
2017,339404,single,female
2001,24940,single,girl
1974,55909,single,mother
1978,113777,single,mother
1982,24740,single,mother
1983,1793,single,mother
1984,43560,single,mother
1985,34322,single,mother
1988,10585,single,mother
1992,47866,single,mother
1995,28313,single,mother
1999,99,single,mother
2000,9600,single,mother
2000,14295,single,mother
2001,11091,single,mother
2001,1999,single,mother
2003,12146,single,mother
2004,2539,single,mother
2008,11631,single,mother
2008,13090,single,mother
2008,51917,single,mother
2010,26022,single,mother
2012,101731,single,mother
2014,242224,single,mother
2014,141043,single,mother
2015,167810,single,mother
2016,259693,single,mother
2016,374473,single,mother
2016,342737,single,mother
2017,382614,single,mother
2017,203835,single,mother
2019,515001,single,mother
2019,533642,single,mother
2019,560362,single,mother
2020,661930,single,mother
1970,10237,single,woman
1970,148822,single,woman
1978,42201,single,woman
1981,148723,single,woman
1985,65142,single,woman
1987,6069,single,woman
1989,673892,single,woman
2001,3640,single,woman
2004,5516,single,woman
2007,19344,single,woman
2015,332340,single,woman
2018,499726,single,woman
1978,29530,sixteen,girl
2013,227700,sixteen-year-old,girl
1997,16992,sixteen-year-old,girlfriend
2015,320588,sixty-something,woman
1985,13380,six-year-old,daughter
1994,50797,six-year-old,daughter
2002,1430,six-year-old,girl
2012,84175,six-year-old,girl
2005,10799,slashed,female
1982,30644,slave,female
1974,29039,slave,girl
1994,43535,small,daughter
2001,19366,small-town,girl
2002,2022,small-town,girl
2004,13476,small-town,girl
2007,14043,small-town,girl
2010,42297,small-town,girl
2003,11523,small-town,woman
1981,21764,smart-mouthed,sister
1975,19300,snobbish,mother
1992,19087,soccer,girl
2004,56903,socialite,girl
1978,30888,solitary,female
1977,56370,sophisticated,woman
1982,12614,soprano,female
1996,37563,sort-of,girlfriend
2017,399019,southern,girl
1991,1633,southern,housewife
1970,35838,spanish,woman
2003,18538,spanish,woman
2015,320007,spanish,woman
2018,401545,spanish,woman
2020,606876,spanish,woman
1994,10732,spirited,daughter
2008,11631,spirited,daughter
2000,25166,spiteful,woman
1980,24260,spoiled,girl
1997,8067,spoiled,girl
2009,16418,spoiled,girl
1974,37916,spoiled,woman
2002,12779,spoiled,woman
2017,373569,spontaneous,woman
1992,11621,spunky,girl
1990,138878,spy,female
1976,29454,stable,woman
2010,57243,starchy,woman
1993,27224,stern,grandmother
1979,11145,story-hungry,female
2000,1831,straight,woman
2010,51241,straight,woman
1999,21349,straight-laced,daughter
1998,39437,strange,girl
1981,42147,strange,woman
2007,13312,strange,woman
1972,28170,stripper,female
2019,568160,strong-willed,girl
1997,9437,strong-willed,woman
2013,152737,strong-willed,woman
2017,400617,strong-willed,woman
1971,69321,student,female
1976,31402,student,female
2018,421792,student,female
1972,29424,suburban,housewife
1981,14269,suburban,housewife
1981,140413,suburban,housewife
1985,8130,suburban,housewife
1987,35151,suburban,housewife
1999,28902,suburban,housewife
2003,470,suburban,housewife
2007,13008,suburban,housewife
1984,80752,successful,woman
2012,133698,successful,woman
1991,10333,suicidal,sister
2004,363,suicidal,woman
1990,21433,suitable,woman
1973,55781,super-strict,girl
2000,10978,swedish,girlfriend
1971,105254,swedish,housewife
1998,63067,swedish,wife
1976,50953,sweet,girl
2003,7288,sweet,lady
2000,16987,sweet-natured,girl
1999,42881,sympathetic,grandmother
1970,83475,talented,girl
1971,27236,talkative,female
1993,84152,tall,girlfriend
2019,625450,tallest,girl
1995,9691,target,female
2007,8141,tart-tongued,woman
1972,41477,tattooed,female
2016,380225,tattooed,woman
1977,74871,teen,daughter
1995,30528,teen,daughter
2011,70578,teen,daughter
1992,1923,teen,girl
1995,35645,teen,girl
2001,58429,teen,girl
2003,32293,teen,girl
2021,801335,teen,girl
1976,90187,teenage,girl
1979,80286,teenage,girl
1983,54156,teenage,girl
1984,15144,teenage,girl
1984,453003,teenage,girl
1988,11191,teenage,girl
1989,9354,teenage,girl
1991,5233,teenage,girl
1992,70104,teenage,girl
1994,10486,teenage,girl
1996,18555,teenage,girl
1996,37144,teenage,girl
1999,10047,teenage,girl
2002,11056,teenage,girl
2004,1279,teenage,girl
2005,7870,teenage,girl
2006,14191,teenage,girl
2007,13008,teenage,girl
2015,280092,teenage,girl
2016,340485,teenage,girl
2017,440597,teenage,girl
2017,392207,teenage,girl
2018,397722,teenage,girl
2018,506072,teenage,girl
2018,548066,teenage,girl
2019,505948,teenage,girl
2020,595671,teenage,girl
2020,567797,teenage,girl
1984,84996,teenaged,girl
2009,21861,teenaged,girl
2010,45162,teen-aged,girl
1978,923,television-executive,girlfriend
1987,60797,ten-year-,girl
2019,521029,ten-year-old,daughter
2002,20616,terrific,girlfriend
1987,21299,territorial,female
2006,4977,therapist,female
1973,51429,thieves,female
2018,402900,thieves,female
1991,159704,third,daughter
2005,10799,third,female
1975,76636,third,wife
1980,166,thirteen-year-old,girl
1973,70781,thoroughly,woman
1994,28032,tiny,girl
2009,16418,tiny,girl
2013,149871,tiny,girl
1996,41240,tired,mother
2009,19458,tomboyish,daughter
1998,10674,tomboyish,girl
1980,21380,tough,female
1995,36259,tough,female
1996,9303,tough,female
1972,87495,tourists,female
1973,87495,tourists,female
1972,22784,transient,woman
2005,546,transitioned,woman
1998,547,traumatized,daughter
2007,5857,traumatized,girl
2017,420245,troubled,daughter
1976,106679,troubled,girl
1989,37533,troubled,girl
2001,10691,troubled,girl
2006,6948,troubled,girl
2018,421792,troubled,girl
2019,537055,troubled,girl
1986,14924,troubled,girlfriend
2010,45657,troubled,woman
2002,3472,turkish,woman
1987,49712,twelve-year-old,daughter
1988,2093,twelve-year-old,daughter
2000,462,twice-divorced,mother
1989,49978,twin,girl
2010,52274,twin,sister
2016,291870,uber-controlling,daughter
1973,57873,ugly,girl
2006,10886,ukrainian,woman
2007,4170,ukrainian,woman
2013,87567,ultra,mother
1999,10355,ultra-bad,female
2005,10263,unattractive,girl
1977,31139,unattractive,woman
1981,81024,unattractive,woman
1971,42514,uncertain-of-herself,daughter
1985,294,unconventional,girl
1997,14585,uncorrupted,girl
1999,4951,un-dateable,sister
1989,59201,underage,girl
2009,24253,underage,girl
1996,627,underage,girlfriend
2002,16184,underage,girlfriend
2017,431530,under-appreciated,woman
2004,9534,undesirable,woman
1979,71778,unfaithful,wife
1982,11307,unfaithful,wife
1987,9003,unfaithful,wife
1993,10427,unfaithful,wife
2005,14202,unfaithful,wife
2006,14202,unfaithful,wife
1982,39457,unfortunate,girl
1978,39340,unfortunate,woman
2002,2185,unhappy,housewife
1970,185843,unhappy,woman
1974,69578,unidentified,girl
2000,5842,unknown,woman
2012,111440,unknown,woman
2014,72784,unknown,woman
1981,19123,unlucky,daughter
1991,19065,unlucky,girl
2010,41210,unmarried,woman
2021,766798,unmarried,woman
1990,70351,unpopular,girl
1990,18129,unpredictable,lady
2013,152603,unpredictable,sister
2012,62177,unruly,daughter
1994,82358,unsophisticated,woman
2006,7510,unstable,mother
2013,86825,unstable,mother
1994,41587,unstable,wife
2015,280996,unstable,wife
1995,9344,unsuspecting,girl
1995,9560,unwed,woman
1998,9441,unwelcome,stepmother
2018,484247,upper-class,woman
2003,470,upper-middle-class,housewife
1975,35549,uptight,wife
1990,6444,vain,wife
1971,28855,vampire,female
2003,277,vampire,female
2008,13855,vanished,girl
1998,8545,various,female
1982,30874,various,woman
1987,62132,various,woman
1998,27460,vicious,daughter
1973,5656,vicious,woman
1971,30855,victim,female
1972,3699,victim,female
1985,59161,victim,female
1987,801,vietnamese,girl
1987,42012,vietnamese,girlfriend
1989,10142,villager,female
1974,29130,violated,girl
1985,40078,virgin,female
1986,40078,virgin,female
1982,77086,virginal,daughter
2011,73567,virginal,sister
1999,30237,virtuous,girl
1970,152846,virtuous,woman
2008,14072,vivacious,woman
1982,2644,volatile,female
2021,522931,volatile,wife
2011,63311,volatile,woman
1974,22048,voluptuous,woman
1987,31385,voodoo,lady
1971,121111,voracious,woman
1987,35151,wacky,sister
1975,91873,waiter,female
1988,25497,waitress,girlfriend
1970,62759,wanton,woman
2004,11633,warrior,female
1984,9610,warrior,woman
1989,74646,wayward,daughter
2016,309886,wayward,daughter
1977,59068,wayward,girl
1978,10766,wealthy,aunt
2010,38303,wealthy,aunt
1978,102283,wealthy,housewife
1978,18735,wealthy,lady
1975,63026,wealthy,wife
1974,80207,wealthy,woman
1978,38731,wealthy,woman
2009,19918,wealthy,woman
2013,160588,wealthy,woman
2000,1900,well-educated,daughter
2020,556678,well-meaning,woman
2013,180948,whistleblower,female
1970,17978,white,female
1991,1713,white,girl
2018,426618,white,mother
1991,25296,white,woman
1995,8512,white,woman
1997,25624,white,woman
2004,12153,white,woman
2011,50014,white,woman
1977,11940,wicked,stepmother
1997,42884,wicked,stepmother
2004,11247,wicked,stepmother
2011,74018,wicked,stepmother
1976,44012,widowed,housewife
1980,38602,widowed,mother
2001,11313,widowed,mother
2020,441130,wild,girl
2006,7874,wild,woman
1982,53234,willing,girl
1977,62752,willing,woman
1995,10840,winged,girl
2015,323272,wiser,woman
1988,27412,worried,mother
2013,258216,wounded,woman
2021,860623,wounded,woman
2000,16222,wrong,girl
2001,10878,wrong,woman
1991,11846,year-old,daughter
1974,69578,year-old,girl
1978,29530,year-old,girl
2008,12837,year-old,girl
1972,29496,young,daughter
1973,70345,young,daughter
1974,38446,young,daughter
1976,38794,young,daughter
1976,70720,young,daughter
1976,39419,young,daughter
1976,39979,young,daughter
1978,70349,young,daughter
1985,10999,young,daughter
1988,12120,young,daughter
1992,66599,young,daughter
1993,108,young,daughter
1993,713,young,daughter
1994,10464,young,daughter
1997,16052,young,daughter
1998,11854,young,daughter
2001,2043,young,daughter
2001,6440,young,daughter
2001,48617,young,daughter
2002,4547,young,daughter
2002,42432,young,daughter
2002,12205,young,daughter
2002,2165,young,daughter
2002,32242,young,daughter
2003,15016,young,daughter
2005,74,young,daughter
2005,9947,young,daughter
2007,13680,young,daughter
2007,1257,young,daughter
2007,5718,young,daughter
2008,11631,young,daughter
2008,2309,young,daughter
2008,8944,young,daughter
2012,137182,young,daughter
2015,243688,young,daughter
2016,335796,young,daughter
2017,437068,young,daughter
2020,740985,young,daughter
2021,588228,young,daughter
2021,631060,young,daughter
1971,27236,young,female
1971,53045,young,female
1971,29482,young,female
1973,16180,young,female
1973,46581,young,female
1975,31534,young,female
1978,11223,young,female
1981,43089,young,female
1982,11915,young,female
1982,47736,young,female
1983,47736,young,female
1992,33305,young,female
1998,11252,young,female
1998,37636,young,female
2009,15472,young,female
2010,41402,young,female
2013,77234,young,female
2006,4977,young,female 
1974,36627,young,gentlewoman
1970,65891,young,girl
1970,31581,young,girl
1970,62759,young,girl
1971,33583,young,girl
1971,69321,young,girl
1972,28488,young,girl
1973,8703,young,girl
1973,21035,young,girl
1973,28298,young,girl
1974,18979,young,girl
1974,56787,young,girl
1974,56383,young,girl
1975,27361,young,girl
1975,39988,young,girl
1975,5602,young,girl
1975,80067,young,girl
1975,96167,young,girl
1976,40064,young,girl
1976,30788,young,girl
1976,106679,young,girl
1976,61685,young,girl
1976,36225,young,girl
1977,49126,young,girl
1977,40074,young,girl
1977,50435,young,girl
1977,106774,young,girl
1977,105913,young,girl
1978,55457,young,girl
1978,50541,young,girl
1978,81803,young,girl
1979,96424,young,girl
1979,20813,young,girl
1979,126986,young,girl
1980,11680,young,girl
1980,36599,young,girl
1980,40220,young,girl
1980,39269,young,girl
1980,126986,young,girl
1981,11827,young,girl
1981,28794,young,girl
1981,30931,young,girl
1982,30875,young,girl
1982,85195,young,girl
1982,37174,young,girl
1984,9063,young,girl
1984,42394,young,girl
1984,92990,young,girl
1985,29161,young,girl
1985,9463,young,girl
1985,15916,young,girl
1985,35144,young,girl
1985,18334,young,girl
1985,27969,young,girl
1985,34093,young,girl
1986,39144,young,girl
1986,78068,young,girl
1987,31300,young,girl
1987,37189,young,girl
1988,10281,young,girl
1988,41965,young,girl
1988,49365,young,girl
1990,28213,young,girl
1991,33604,young,girl
1992,30785,young,girl
1992,30785,young,girl
1992,119855,young,girl
1992,33604,young,girl
1993,11236,young,girl
1993,42580,young,girl
1995,40156,young,girl
1995,30765,young,girl
1995,45452,young,girl
1996,10830,young,girl
1996,47333,young,girl
1996,38223,young,girl
1996,8426,young,girl
1996,312,young,girl
1997,18,young,girl
1998,35680,young,girl
1999,823,young,girl
1999,26177,young,girl
1999,54111,young,girl
1999,65931,young,girl
2000,60670,young,girl
2001,129,young,girl
2001,9606,young,girl
2001,10943,young,girl
2002,59387,young,girl
2002,5493,young,girl
2003,11606,young,girl
2004,10361,young,girl
2005,8643,young,girl
2005,6439,young,girl
2005,11559,young,girl
2006,9708,young,girl
2006,4641,young,girl
2007,5139,young,girl
2008,10488,young,girl
2008,14871,young,girl
2009,34769,young,girl
2009,16418,young,girl
2010,46261,young,girl
2011,23629,young,girl
2011,79707,young,girl
2011,81390,young,girl
2012,82505,young,girl
2012,77883,young,girl
2013,166666,young,girl
2014,156022,young,girl
2014,197796,young,girl
2014,199575,young,girl
2017,387426,young,girl
2017,460846,young,girl
2017,336000,young,girl
2017,430447,young,girl
2017,435129,young,girl
2017,437109,young,girl
2018,498248,young,girl
2019,515001,young,girl
2019,400157,young,girl
2019,537055,young,girl
2020,495764,young,girl
2020,581032,young,girl
2020,542224,young,girl
2020,662546,young,girl
2020,524216,young,girl
2020,524216,young,girl
2021,632357,young,girl
2021,482373,young,girl
2021,576845,young,girl
1972,28358,young,girlfriend
1986,11986,young,girlfriend
1999,28029,young,housewife
2013,191714,young,housewife
1971,31472,young,lady
1972,67420,young,lady
1975,40180,young,lady
1978,55457,young,lady
1980,197158,young,lady
1981,197158,young,lady
1983,127608,young,lady
1990,18129,young,lady
1996,3573,young,lady
1996,37563,young,lady
2010,36298,young,lady
2013,149871,young,lady
1985,13380,young,mother
2010,35019,young,mother
2015,283445,young,mother
2018,529216,young,mother
2019,465086,young,mother
2020,641662,young,mother
2020,465086,young,mother
2021,554230,young,mother
2021,804435,young,mother
1973,22021,young,sister
1973,33543,young,sister
1976,23761,young,sister
1980,40084,young,sister
1981,40084,young,sister
1987,27764,young,sister
1987,46976,young,sister
1990,108553,young,sister
1996,18862,young,sister
1997,2817,young,sister
1999,42881,young,sister
2001,570,young,sister
2005,6961,young,sister
2008,6557,young,sister
2009,24469,young,sister
2009,17532,young,sister
2010,63700,young,sister
2013,152603,young,sister
2020,579583,young,sister
1979,40528,young,wife
1981,31921,young,wife
1986,53357,young,wife
1988,60041,young,wife
1991,51515,young,wife
1994,11593,young,wife
1994,50797,young,wife
1996,11103,young,wife
2003,2289,young,wife
2014,265169,young,wife
1970,35838,young,woman
1970,14384,young,woman
1970,33205,young,woman
1970,51992,young,woman
1970,31116,young,woman
1970,42599,young,woman
